"","FamilyName","GivenName","HonorificPrefix","Age","PasClass_CrewDep","Ticket_Full_No","Fare__Old_Pounds","Fare__Old_Shillings","Fare__Old_Pennies","Fare_in_GBP","PortEmba","Job","Passenger_link","Pict_link","Pict_alt","Boat_Body","Passenger_status","FullName","Website_AgeNo"
"2077","LINES","Elizabeth Lindsey","Mrs","50","1st Class Passenger","17592",39,8,NA,39.4,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/elizabeth-lines.html","https://www.encyclopedia-titanica.org/files/1/elizabeth-lines.jpg","E. Lines","9","Survivor","LINES, Mrs Elizabeth Lindsey
",50
"2078","LOUCH","Charles","Mr","50","2nd Class Passenger","3085",26,NA,NA,26,"Southampton","Saddler","https://www.encyclopedia-titanica.org/titanic-victim/charles-louch.html",NA,NA,"[121]","Survivor","LOUCH, Mr Charles
",50
"2079","LUNDAHL","Johan Svensson","Mr","50","3rd Class Passenger","347743",7,1,NA,7.05,"Southampton","General Labourer","https://www.encyclopedia-titanica.org/titanic-victim/johan-svensson-lundahl.html",NA,NA,NA,"Survivor","LUNDAHL, Mr Johan Svensson
",50
"2080","MARCH","John Starr","Mr","50","Victualling CrewPostal Clerk",NA,NA,NA,NA,NA,"Southampton","Postal Clerk / Postman","https://www.encyclopedia-titanica.org/titanic-victim/john-starr-march.html","https://www.encyclopedia-titanica.org/files/1/john-starr-march-thm.jpg","J. March","[225]","Survivor","MARCH, Mr John Starr
",50
"2081","RANSOM","James Augustus","Mr","50","Victualling Crew",NA,NA,NA,NA,NA,"Belfast","Saloon Steward (1st class)","https://www.encyclopedia-titanica.org/titanic-victim/james-ransom.html",NA,NA,NA,"Survivor","RANSOM, Mr James Augustus
",50
"2082","ROBINS","Alexander","Mr","50","3rd Class Passenger","3337",14,10,NA,14.5,"Southampton","Mason","https://www.encyclopedia-titanica.org/titanic-victim/alexander-robins.html",NA,NA,"[119]","Survivor","ROBINS, Mr Alexander
",50
"2083","TOOMEY","Ellen Mary","Miss","50","2nd Class Passenger","13531",10,10,NA,10.5,"Southampton","Servant","https://www.encyclopedia-titanica.org/titanic-survivor/ellen-mary-toomey.html",NA,NA,"9","Survivor","TOOMEY, Miss Ellen Mary
",50
"2084","WEBB","Brook Holding","Mr","50","Victualling Crew",NA,NA,NA,NA,NA,"Belfast","Smoke Room Steward (1st class)","https://www.encyclopedia-titanica.org/titanic-victim/brooke-holding-webb.html","https://www.encyclopedia-titanica.org/files/1/brooke-webb.jpg","B. Webb",NA,"Survivor","WEBB, Mr Brook Holding
",50
"2085","WIDENER","Eleanor","Mrs","50","1st Class Passenger","113503",211,10,NA,211.5,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/eleanor-widener.html","https://www.encyclopedia-titanica.org/images/thumb/res_1057552895_eleanorelkinswidener1909.jpg","E. Widener","4","Survivor","WIDENER, Mrs Eleanor
",50
"2086","WIDENER","George Dunton","Mr","50","1st Class Passenger","113503",211,10,NA,211.5,"Southampton","Banker","https://www.encyclopedia-titanica.org/titanic-victim/george-dunton-widener.html","https://www.encyclopedia-titanica.org/images/widener_mab1_thm.jpg","G. Widener",NA,"Survivor","WIDENER, Mr George Dunton
",50
"2087","BELL","Joseph","Mr","51","Engineering Crew",NA,NA,NA,NA,NA,"Belfast","Chief Engineer","https://www.encyclopedia-titanica.org/titanic-victim/joseph-bell.html","https://www.encyclopedia-titanica.org/images/BellJos_thm.jpg","J. Bell",NA,"Victim","BELL, Mr Joseph
",51
"2088","DALY","Peter Dennis","Mr","51","1st Class Passenger","113055",26,11,NA,26.55,"Southampton","Businessman","https://www.encyclopedia-titanica.org/titanic-survivor/peter-dennis-daly.html","https://www.encyclopedia-titanica.org/images/pdd_thm.jpg","P. Daly",NA,"Victim","DALY, Mr Peter Dennis
",51
"2089","HADDOCK","Herbert James","Mr","51","Deck CrewTitanic Officers",NA,NA,NA,NA,NA,"Belfast","Master","https://www.encyclopedia-titanica.org/titanic-biography/herbert-james-haddock.html","https://www.encyclopedia-titanica.org/files/1/captain-herbert-haddock.jpg","H. Haddock",NA,"Victim","HADDOCK, Mr Herbert James
",51
"2090","HOGEBOOM","Anna Louisa","Mrs","51","1st Class Passenger","13502",77,19,NA,77.95,"Cherbourg","Of Independent Means","https://www.encyclopedia-titanica.org/titanic-survivor/anna-hogeboom.html",NA,NA,"10","Victim","HOGEBOOM, Mrs Anna Louisa
",51
"2091","MILLS","Christopher","Mr","51","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Butcher","https://www.encyclopedia-titanica.org/titanic-survivor/christopher-mills.html","https://www.encyclopedia-titanica.org/images/mills_c.jpg","C. Mills","C","Victim","MILLS, Mr Christopher
",51
"2092","SILVEY","William Baird","Mr","51","1st Class Passenger","13507",55,18,NA,55.9,"Cherbourg","Businessman","https://www.encyclopedia-titanica.org/titanic-victim/william-baird-silvey.html","https://www.encyclopedia-titanica.org/files/1/william-silvey.jpg","W. Silvey",NA,"Victim","SILVEY, Mr William Baird
",51
"2093","WIDEGREN","Carl Peter","Mr","51","3rd Class Passenger","347064",7,15,NA,7.75,"Southampton","General Labourer","https://www.encyclopedia-titanica.org/titanic-victim/carl-charles-peter-widegren.html",NA,NA,NA,"Victim","WIDEGREN, Mr Carl Peter
",51
"2094","WILLIAMS","Charles Duane","Mr","51","1st Class Passenger","17597",61,7,NA,61.35,"Cherbourg","Lawyer","https://www.encyclopedia-titanica.org/titanic-victim/charles-duane-williams.html","https://www.encyclopedia-titanica.org/images/williams_cd.jpg","C. Williams",NA,"Victim","WILLIAMS, Mr Charles Duane
",51
"2095","BATEMAN","Robert James","Revd","52","2nd Class Passenger","1166",12,10,NA,12.5,"Southampton","Priest / Minister","https://www.encyclopedia-titanica.org/titanic-victim/robert-james-bateman.html","https://www.encyclopedia-titanica.org/images/revbatemanbw_thm.jpg","R. Bateman","[174]","Victim","BATEMAN, Revd Robert James
",52
"2096","BREWSTER","George Henry","Mr","52","Victualling Crew",NA,NA,NA,NA,NA,"Belfast","Bedroom Steward (1st Class)","https://www.encyclopedia-titanica.org/titanic-victim/george-brewster.html",NA,NA,NA,"Victim","BREWSTER, Mr George Henry
",52
"2097","CANDEE","Helen Churchill","Mrs","52","1st Class Passenger","17606",27,8,NA,27.4,"Cherbourg","Writer","https://www.encyclopedia-titanica.org/titanic-survivor/helen-churchill-candee.html","https://www.encyclopedia-titanica.org/images/life_decor_thm.jpg","H. Candee","6","Victim","CANDEE, Mrs Helen Churchill
",52
"2098","CHAPMAN","Charles Henry","Mr","52","2nd Class Passenger","248731",13,10,NA,13.5,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-victim/charles-henry-chapman.html","https://www.encyclopedia-titanica.org/images/chapmancnyheraldphoto_thm.jpg","C. Chapman","[130]","Victim","CHAPMAN, Mr Charles Henry
",52
"2099","CHRISTY","Alice Frances","Mrs","52","2nd Class Passenger","237789",30,NA,NA,30,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/alice-frances-christy.html",NA,NA,"12","Victim","CHRISTY, Mrs Alice Frances
",52
"2100","DODGE","Washington","Dr","52","1st Class Passenger","33638",81,17,NA,81.85,"Southampton","Politician","https://www.encyclopedia-titanica.org/titanic-survivor/washington-dodge.html","https://www.encyclopedia-titanica.org/images/dodge_art.jpg","W. Dodge","13","Victim","DODGE, Dr Washington
",52
"2101","FLARTY","Edward","Mr","52","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Fireman","https://www.encyclopedia-titanica.org/titanic-survivor/edward-flarty.html",NA,NA,NA,"Victim","FLARTY, Mr Edward
",52
"2102","GREENBERG","Samuel","Mr","52","2nd Class Passenger","250647",13,NA,NA,13,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-victim/samuel-greenberg.html",NA,NA,"[19]","Victim","GREENBERG, Mr Samuel
",52
"2103","HAWKESWORTH","James","Mr","52","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Saloon Steward (2nd class)","https://www.encyclopedia-titanica.org/titanic-victim/james-hawkesworth.html",NA,NA,NA,"Victim","HAWKESWORTH, Mr James
",52
"2104","HAYS","Clara Jennings","Mrs","52","1st Class Passenger","12749",93,10,NA,93.5,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/clara-jennings-hays.html","https://www.encyclopedia-titanica.org/images/hays_ch2_thm.jpg","C. Hays","3","Victim","HAYS, Mrs Clara Jennings
",52
"2105","HUMPHREYS","Sidney","Mr","52","Deck Crew",NA,NA,NA,NA,NA,"Southampton","Quartermaster","https://www.encyclopedia-titanica.org/titanic-survivor/sidney-humphreys.html",NA,NA,"11","Victim","HUMPHREYS, Mr Sidney
",52
"2106","KIRKLAND","Charles Leonard","Fr","52","2nd Class Passenger","219533",12,7,NA,12.35,"Queenstown","Priest / Minister","https://www.encyclopedia-titanica.org/titanic-victim/charles-kirkland.html","https://www.encyclopedia-titanica.org/images/kirkland_thm.jpg","C. Kirkland",NA,"Victim","KIRKLAND, Fr Charles Leonard
",52
"2107","PEUCHEN","Arthur Godfrey","Major","52","1st Class Passenger","113786",30,10,NA,30.5,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/arthur-godfrey-peuchen.html","https://www.encyclopedia-titanica.org/images/thumb/peuchusinqy.jpg","A. Peuchen","6","Victim","PEUCHEN, Major Arthur Godfrey
",52
"2108","SANDERSON","Harold Arthur","Mr","52","1st Class Passenger",NA,NA,NA,NA,NA,"Belfast","Shipowner","https://www.encyclopedia-titanica.org/titanic-biography/harold-arthur-sanderson.html",NA,NA,NA,"Victim","SANDERSON, Mr Harold Arthur
",52
"2109","STEPHENSON","Martha","Mrs","52","1st Class Passenger","36947",78,5,NA,78.25,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/martha-stephenson.html",NA,NA,"4","Victim","STEPHENSON, Mrs Martha
",52
"2110","WEIKMAN","Augustus Henry","Mr","52","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Barber","https://www.encyclopedia-titanica.org/titanic-survivor/augustus-henry-weikman.html","https://www.encyclopedia-titanica.org/images/weikman_ah.jpg","A. Weikman",NA,"Victim","WEIKMAN, Mr Augustus Henry
",52
"2111","APPLETON","Charlotte","Mrs","53","1st Class Passenger","11769",51,9,NA,51.45,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/charlotte-appleton.html","https://www.encyclopedia-titanica.org/files/1/charlotte-apppleton.jpg","C. Appleton","2","Survivor","APPLETON, Mrs Charlotte
",53
"2112","BAXTER","Harry Ross","Mr","53","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","3rd Class Steward","https://www.encyclopedia-titanica.org/titanic-victim/harry-ross-baxter.html",NA,NA,NA,"Survivor","BAXTER, Mr Harry Ross
",53
"2113","DYER EDWARDES","Clementina Georgina Lucy Drummond","Mrs","53","1st Class PassengerCross Channel Passenger","87",3,NA,NA,3,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-biography/clementina-georgina-lucy-dyer-edwardes.html",NA,NA,NA,"Survivor","DYER EDWARDES, Mrs Clementina Georgina Lucy Drummond
",53
"2114","GRACIE","Archibald","Colonel","53","1st Class Passenger","113780",28,10,NA,28.5,"Southampton","Writer","https://www.encyclopedia-titanica.org/titanic-survivor/colonel-archibald-gracie.html","https://www.encyclopedia-titanica.org/images/gracie_thm.jpg","A. Gracie","B","Survivor","GRACIE, Colonel Archibald
",53
"2115","MAYTUM","Alfred","Mr","53","Victualling Crew",NA,NA,NA,NA,NA,"Belfast","Chief Butcher","https://www.encyclopedia-titanica.org/titanic-victim/alfred-maytum.html","https://www.encyclopedia-titanica.org/files/1/alfred-maytum.jpg","A. Maytum","[141]","Survivor","MAYTUM, Mr Alfred
",53
"2116","MISH'ALaNi","Ibrahim Mansur","Mr","53","Victualling Crew",NA,NA,NA,NA,NA,"Belfast","Printer Steward","https://www.encyclopedia-titanica.org/titanic-victim/abraham-mansoor-mishellany.html",NA,NA,NA,"Survivor","MISH'ALaNi, Mr Ibrahim Mansur
",53
"2117","WILTON","William Edward","Mr","53","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Trimmer","https://www.encyclopedia-titanica.org/titanic-victim/william-wilton.html",NA,NA,NA,"Survivor","WILTON, Mr William Edward
",53
"2118","CARTER","Ernest Courtenay","Fr","54","2nd Class Passenger","244252",26,NA,NA,26,"Southampton","Priest / Minister","https://www.encyclopedia-titanica.org/titanic-victim/ernest-courtenay-carter.html",NA,NA,NA,"Victim","CARTER, Fr Ernest Courtenay
",54
"2119","EUSTIS","Elizabeth Mussey","Miss","54","1st Class Passenger","36947",78,5,NA,78.25,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/elizabeth-mussey-eustis.html","https://www.encyclopedia-titanica.org/images/eustis_em.jpg","E. Eustis","4","Victim","EUSTIS, Miss Elizabeth Mussey
",54
"2120","FORD","Margaret Ann Watson","Mrs","54","3rd Class Passenger","6608",34,7,NA,34.35,"Southampton","Farmer","https://www.encyclopedia-titanica.org/titanic-victim/margaret-ann-watson-ford.html",NA,NA,NA,"Victim","FORD, Mrs Margaret Ann Watson
",54
"2121","HANDS","Bernard","Mr","54","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Fireman","https://www.encyclopedia-titanica.org/titanic-victim/bernard-hands.html",NA,NA,NA,"Victim","HANDS, Mr Bernard
",54
"2122","HART","James","Mr","54","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Fireman","https://www.encyclopedia-titanica.org/titanic-victim/thomas-hart.html","https://www.encyclopedia-titanica.org/files/admin/images/Titanic_fireman_James_Hart_thm.jpg","J. Hart",NA,"Victim","HART, Mr James
",54
"2123","HOCKING","Eliza","Mrs","54","2nd Class Passenger","29105",23,NA,NA,23,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/elizabeth-hocking.html",NA,NA,"4","Victim","HOCKING, Mrs Eliza
",54
"2124","MORAWECK","Ernest","Dr","54","2nd Class Passenger","29011",14,NA,NA,14,"Southampton","Doctor","https://www.encyclopedia-titanica.org/titanic-victim/ernest-moraweck.html",NA,NA,NA,"Victim","MORAWECK, Dr Ernest
",54
"2125","REED","Thomas Charles Prowse","Mr","54","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Bed Room Steward","https://www.encyclopedia-titanica.org/titanic-victim/charles-reed.html",NA,NA,NA,"Victim","REED, Mr Thomas Charles Prowse
",54
"2126","ROTHSCHILD","Elizabeth Jane Anne","Mrs","54","1st Class Passenger","17603",59,8,NA,59.4,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/elizabeth-jane-anne-rothschild.html","https://www.encyclopedia-titanica.org/images/rothschild_e.jpg","E. Rothschild","6","Victim","ROTHSCHILD, Mrs Elizabeth Jane Anne
",54
"2127","STENGEL","Charles Emil Henry","Mr","54","1st Class Passenger","11778",55,8,NA,55.4,"Cherbourg","Businessman","https://www.encyclopedia-titanica.org/titanic-survivor/charles-stengel.html","https://www.encyclopedia-titanica.org/images/stengel_ceh_thm.jpg","C. Stengel","1","Victim","STENGEL, Mr Charles Emil Henry
",54
"2128","TAUSSIG","Emil","Mr","54","1st Class Passenger","110413",79,13,NA,79.65,"Southampton","Manufacturer","https://www.encyclopedia-titanica.org/titanic-victim/emil-taussig.html",NA,NA,NA,"Victim","TAUSSIG, Mr Emil
",54
"2129","WHITE","Percival Wayland","Mr","54","1st Class Passenger","35281",77,5,NA,77.25,"Southampton","Manufacturer","https://www.encyclopedia-titanica.org/titanic-victim/percival-wayland-white.html","https://www.encyclopedia-titanica.org/files/1/percival-wayland-white.jpg","P. White",NA,"Victim","WHITE, Mr Percival Wayland
",54
"2130","WISEMAN","Philippe","Mr","54","3rd Class Passenger","34244",7,5,NA,7.25,"Southampton","Merchant","https://www.encyclopedia-titanica.org/titanic-victim/phillippe-wiseman.html",NA,NA,NA,"Victim","WISEMAN, Mr Philippe
",54
"2131","WOTTON","Henry Swaffin","Mr","54","1st Class PassengerCross Channel Passenger","86",1,10,NA,1.5,"Southampton","Butcher's Shop Proprietor","https://www.encyclopedia-titanica.org/titanic-cross-channel-passenger/henry-swaffin-wotton.html",NA,NA,NA,"Victim","WOTTON, Mr Henry Swaffin
",54
"2132","BAXTER","Thomas Ferguson","Mr","55","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Linen Steward (1st class)","https://www.encyclopedia-titanica.org/titanic-victim/thomas-ferguson-baxter.html",NA,NA,"[235]","Victim","BAXTER, Mr Thomas Ferguson
",55
"2133","CORNELL","Malvina Helen","Mrs","55","1st Class Passenger","11770",25,14,NA,25.7,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/malvina-helen-cornell.html","https://www.encyclopedia-titanica.org/files/1/malvina-cornell.jpg","M. Cornell","2","Victim","CORNELL, Mrs Malvina Helen
",55
"2134","DOUTON","William Joseph","Mr","55","2nd Class Passenger","28403",26,NA,NA,26,"Southampton","Quarryman","https://www.encyclopedia-titanica.org/titanic-victim/william-joseph-douton.html",NA,NA,NA,"Victim","DOUTON, Mr William Joseph
",55
"2135","HAYS","Charles Melville","Mr","55","1st Class Passenger","12749",93,10,NA,93.5,"Southampton","Businessman","https://www.encyclopedia-titanica.org/titanic-victim/charles-melville-hays.html","https://www.encyclopedia-titanica.org/images/thumb/res_1080477459_Hays.jpg","C. Hays","[307]","Victim","HAYS, Mr Charles Melville
",55
"2136","HIPKINS","William Edward","Mr","55","1st Class Passenger","680",50,NA,NA,50,"Southampton","Manufacturer","https://www.encyclopedia-titanica.org/titanic-victim/william-edward-hipkins.html",NA,NA,NA,"Victim","HIPKINS, Mr William Edward
",55
"2137","JENNER","Thomas Henry (Harry)","Mr","55","Victualling Crew",NA,NA,NA,NA,NA,"Belfast","Saloon Steward","https://www.encyclopedia-titanica.org/titanic-victim/harry-jenner.html",NA,NA,NA,"Victim","JENNER, Mr Thomas Henry (Harry)
",55
"2138","LATIMER","Andrew","Mr","55","Victualling Crew",NA,NA,NA,NA,NA,"Belfast","Chief Steward","https://www.encyclopedia-titanica.org/titanic-victim/andrew-latimer.html","https://www.encyclopedia-titanica.org/files/1/andrew-latimer.jpg","A. Latimer",NA,"Victim","LATIMER, Mr Andrew
",55
"2139","LINDSTRöM","Sigrid","Mrs","55","1st Class Passenger","112377",27,14,NA,27.7,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/sigrid-lindstrom.html",NA,NA,"6","Victim","LINDSTRöM, Mrs Sigrid
",55
"2140","MCCARTHY","Timothy John","Mr","55","1st Class Passenger","17463",51,17,NA,51.85,"Southampton","Buyer","https://www.encyclopedia-titanica.org/titanic-victim/timothy-mccarthy.html","https://www.encyclopedia-titanica.org/images/mccarthy_tj.jpg","T. McCarthy","[175]","Victim","MCCARTHY, Mr Timothy John
",55
"2141","MOLSON","Harry Markland","Mr","55","1st Class Passenger","113787",30,10,NA,30.5,"Southampton","Businessman","https://www.encyclopedia-titanica.org/titanic-victim/harry-molson.html","https://www.encyclopedia-titanica.org/images/molson_hm_thm.jpg","H. Molson",NA,"Victim","MOLSON, Mr Harry Markland
",55
"2142","NOEL","Gerard Thomas","Major","55","1st Class PassengerCross Channel Passenger","48",3,NA,NA,3,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-biography/gerard-thomas-noel.html",NA,NA,NA,"Victim","NOEL, Major Gerard Thomas
",55
"2143","ROUSE","Richard Henry","Mr","55","3rd Class Passenger","3594",8,1,NA,8.05,"Southampton","Farm Labourer","https://www.encyclopedia-titanica.org/titanic-victim/richard-henry-rouse.html",NA,NA,NA,"Victim","ROUSE, Mr Richard Henry
",55
"2144","SCOVELL","Robert","Mr","55","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Saloon Steward (2nd class)","https://www.encyclopedia-titanica.org/titanic-victim/robert-scovell.html",NA,NA,NA,"Victim","SCOVELL, Mr Robert
",55
"2145","SHELLARD","Frederick William Blainey","Mr","55","3rd Class Passenger","6212",15,2,NA,15.1,"Southampton","Painter & Decorator","https://www.encyclopedia-titanica.org/titanic-victim/frederick-william-blainey-shellard.html",NA,NA,NA,"Victim","SHELLARD, Mr Frederick William Blainey
",55
